Imagen_Mx,192,0
DoHSocial,191,0
CancilleriaEc,191,0
SenadoGovCo,191,0
nexnoticias,191,0
WorldBankSAsia,190,0
arvindgunasekar,190,0
esteninf,190,0
PinkvillaTelly,189,0
FollowCII,187,0
orfonline,185,1
pikiran_rakyat,185,0
sharjah24,185,1
CARLOSFMEJIA,184,0
indiaforums,184,0
tvi24pt,184,0
FaceTheNation,182,0
AlvarodLamadrid,182,0
BBCJonSopel,182,0
THR,182,0
timesofoman,179,0
RedeTV,178,1
9NewsMelb,178,0
gregggonsalves,177,0
9NewsSyd,176,0
puneruralpolice,176,0
JuanfraEscudero,174,0
MuratpasaBld,173,0
AlRojoVivo,172,0
Banquemondiale,172,0
WashTimes,172,0
Armada_Chile,170,0
UNOCHA,167,0
diariopanorama,167,0
mid_day,167,1
tehseenp,167,0
DiarioLaPrensa,166,1
ArmadaColombia,165,0
DDHH_Ec,165,0
_ArriveAlive,165,0
JuanLuisCasCo,164,0
MoHUA_India,164,0
carmelitadurso,164,0
sapo,164,0
IAmSophiaNelson,163,0
PanamaAmerica,163,0
Bollyhungama,163,0
DFinanciero,162,0
DrRakeshGoswami,162,0
HartwigSchafer,162,0
INNNEWS,162,0
Waqtnewstv,162,0
fanpage,162,0
onemichile,162,0
GovernoMA,161,0
congemfoco,161,0
France24_es,160,0
NuestroDiario,160,0
cmendozadavis,158,0
elEconomistaes,158,1
RajapaksaNamal,157,0
laprensa,156,0
sputnik_fr,156,1
bjpdrmahendra,155,0
NewsStateHindi,154,0
CBSThisMorning,154,0
WCVB,154,0
baraju_SuperHit,154,0
ONUMujeres,153,0
DMjaunpur,152,0
anadoluagency,152,1
AHMalcolm,151,0
SherlynChopra,151,0
JdeQuebec,147,1
LaRazon_mx,147,0
BBCkatyaadler,147,0
almowatennet,147,0
voz_populi,147,0
GovSC,146,0
7NewsAustralia,146,0
diariocorreo,146,0
theRCN,146,0
DeccanChronicle,145,1
OfficialiNewsTV,145,0
CarlosdelRio7,144,0
DeepakChopra,143,0
LAURAZAPATAM,143,0
canarabank,143,0
icscat,143,0
jessemckinley,143,0
lacuarta,143,0
AMXNoticias,142,0
SkyNewsArabia_S,142,0
africellUG,142,0
HPCL,141,1
MKWilliamsRome,141,0
elindepcom,141,0
CICSaudi,140,0
DVATW,140,0
XHespanol,140,0
boxofficeindia,140,0
dhume,140,0
HarvardHBS,139,0
LivingFoodz,139,0
abc730,139,0
BR24,138,0
ajc,138,0
sebrae,138,0
CanalAntigua,137,0
RanchiPIB,137,0
SES_RS,137,0
StarMaa,137,0
cultura_mx,137,0
diariosevilla,137,1
SkySport,136,0
farhanjimale,136,0
SarantosMelogia,135,0
hariankompas,135,0
gathara,134,0
InfoNashik,133,0
StadtMuenchen,133,0
Terra,133,1
DFID_UK,132,0
Tagesspiegel,132,1
bbcnewstelugu,132,0
IndiaTVHindi,131,0
PIBBengaluru,130,0
VahapErenTR,130,0
paragkhanna,130,0
EmiratesPolicy,129,1
MID_RF,128,0
Medscape,127,0
BangaloreTimes1,127,0
FrankFigliuzzi1,126,0
MidiaNINJA,126,0
OnceNoticiasTV,126,0
BonelliOK,126,0
TarekFatah,126,0
dumbassgenius,126,0
irishexaminer,126,0
leadlagreport,126,0
DefenceHQ,125,0
UNHCRYemen,125,0
USCIRF,125,0
blogTO,125,0
RTSinfo,124,0
i_montaigne,124,1
sayidatynet,124,0
televicentrohn,124,0
toisports,124,1
HoustonTX,123,0
MagaGuatemala,123,0
Colcheck,123,0
telediario,123,0
MirrorNow,122,0
MyDoncaster,122,0
TransMilenio,122,0
emergenciescat,122,0
shravastipolice,122,0
AmandiOnAir,121,0
SCRailwayIndia,121,0
halconada,121,0
CanalCapital,120,0
PIB_Guwahati,120,0
DC_Police,120,0
7NewsSydney,119,0
Sanjay_Dixit,119,0
TimKennedyMMA,119,0
UNAIDS,119,0
NaveedAJamali,118,0
URDUVOA,118,0
ecotvpanama,118,0
pmdfoster,118,0
praful_patel,118,0
EduCannotWait,117,0
PeninsulaQatar,117,1
Bhekisisa_MG,117,0
publichealthni,117,0
agenciabrasil,116,0
tes,116,0
wellcometrust,116,0
jayapluschannel,115,1
Smith_JeffreyT,114,0
DailyNewsEgypt,113,0
RajivKumar1,113,0
DanyalGilani,112,0
KwtRadio,112,0
The_NewArab,112,1
kron4news,112,0
Gadgets360,111,0
WGHealthandCare,111,0
lentaruofficial,111,0
CGTNEurope,110,0
DavidLat,109,0
AccionNacional,109,0
GaonConnection,109,0
GoodDayAtlanta,109,0
KentPage,109,0
AFPphoto,108,0
HDNER,108,0
charoguerra,108,0
senrobportman,108,0
tvi24ultimas,108,0
KHOU,107,0
FinancialReview,106,0
euronewses,106,0
markpoloncarz,106,0
KVUE,105,0
rolandsmartin,105,0
